ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
212,18-33,Female,Female,Scottish,Undergraduate Degree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree completely,Agree,Agree,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,113,18,26
213,18-33,Female,,Scottish,Undergraduate Degree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Undecided,Undecided,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree completely,Neither agree nor disagree,Disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,5 minutes,,Yes,,Yes,,Vegetarian,3-5 months,Yes,Pescatarian Diet,,Strongly Disagree,Disagree,Not Sure,Agree,Disagree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Agree,100,17,26
214,18-33,Female,Female,Mixed or Multiple Ethnic Groups,"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegetarian,3-5 months,Yes,Vegetarian Diet,,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Not Sure,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,111,18,24
215,18-33,Female,,Scottish,Undergraduate Degree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Undecided,Strongly Disagree,Strongly Disagree,Disagree,Undecided,Undecided,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Eat all animal products,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Agree,Agree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Strongly Disagree,Not Sure,Agree,Disagree,Agree,Agree,Not Sure,Disagree,104,17,26
216,18-33,Male,Male,Other white ethnic group,Undergraduate Degree,Agree,Undecided,Undecided,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Undecided,Undecided,Undecided,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree completely,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Maybe,,Vegan,1-2 months,Maybe,Vegetarian Diet,,Disagree,Not Sure,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Agree,Not Sure,Agree,Agree,77,13,24
217,18-33,Female,,Other white ethnic group,,Strongly Agree,Undecided,Agree,Strongly Agree,Agree,Undecided,Undecided,Undecided,Disagree,Undecided,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree completely,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Plant-Based Diet,,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Agree,92,17,27
218,18-33,Female,Female,,,Strongly Agree,Undecided,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Undecided,Disagree,Disagree,Agree,Disagree,Undecided,Disagree,Undecided,Undecided,Strongly Agree,Strongly Agree,Undecided,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,5 minutes,,Maybe,,Maybe,,Vegetarian,2-4 weeks,Yes,Plant-Based Diet,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,81,14,28
219,18-33,Female,Female,Scottish,Undergraduate Degree,Agree,Undecided,Agree,Agree,Agree,Agree,Undecided,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Undecided,Undecided,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,Maybe,,Vegetarian,1-2 months,Maybe,I have never been on a diet,,Agree,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Disagree,89,16,24
220,18-33,Female,Male,Scottish,Undergraduate Degree,Agree,Undecided,Undecided,Agree,Agree,Undecided,Undecided,Agree,Disagree,Undecided,Agree,Disagree,Disagree,Disagree,Agree,Undecided,Undecided,Disagree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,Maybe,,Vegan,2-4 weeks,Maybe,Other (please specify),,Disagree,Not Sure,Disagree,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Disagree,85,17,24
221,18-33,Female,,Other British,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree completely,Disagree,Agree completely,Disagree,Disagree completely,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,106,15,29
222,18-33,Female,,Other white ethnic group,Undergraduate Degree,Strongly Agree,Disagree,Agree,Agree,Undecided,Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Undecided,Undecided,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree completely,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Other (please specify),"I think diet is a very personal thing. I wouldn't want to recommend something to someone that might harm them. I am unclear on how easy it is to consume the required nutrients in a plant-based diet and would not want to recommend someone something that has even a small amount of potential to harm them. I believe it is ethically the best diet, but I am personally still a consumer of animal products for health reasons. I would recommend a plant-based diet to others with this caveat. ",Yes,,Vegan,2-4 weeks,Maybe,Mediterranean Diet,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Disagree,Agree,96,17,26
223,18-33,Female,Non-binary / third gender,"Chinese, Chinese Scottish or Chinese British",,Agree,Undecided,Undecided,Agree,Disagree,Agree,Undecided,Agree,Agree,Undecided,Agree,Disagree,Agree,Undecided,Undecided,Agree,Agree,Disagree,Undecided,Agree,Agree,Disagree,Disagree,Agree,Disagree,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),a few weeks,Maybe,,No,,Vegetarian with fish products,1-2 months,Maybe,I have never been on a diet,,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,77,14,26
224,18-33,Female,,Other British,Undergraduate Degree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Undecided,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Undecided,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree completely,Disagree,Agree,Agree,Disagree,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,No,Vegetarian Diet,,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,88,17,25
225,18-33,Female,Non-binary / third gender,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Agree,Agree,Undecided,Agree,Undecided,Agree,Disagree,Agree,Disagree,Strongly Agree,Undecided,Disagree,Undecided,Agree,Agree,Agree,Disagree,Undecided,Agree,Strongly Agree,Agree,Disagree completely,Neither agree nor disagree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,No,,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Not Sure,Agree,Disagree,75,14,23
226,18-33,Female,Female,Irish,Undergraduate Degree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Undecided,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegan,1-2 months,Maybe,I have never been on a diet,,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Strongly Disagree,Disagree,Disagree,102,17,26
227,18-33,Male,,Other British,"Postgraduate Qualification, Masters",Agree,Disagree,Undecided,Agree,Strongly Agree,Undecided,Undecided,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Undecided,Strongly Agree,Strongly Agree,Agree,Agree,Undecided,Agree,Agree completely,Disagree,Disagree,Disagree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,No,,Vegan,Less than 1 week,Yes,Pescatarian Diet,,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Not Sure,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Disagree,70,13,26
228,18-33,Male,,,,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Undecided,Disagree,Strongly Disagree,Agree,Agree,Agree completely,Agree,Agree,Agree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,5 minutes,,Yes,,Yes,,Vegetarian,6 months or more,Yes,Vegetarian Diet,,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,104,19,25
229,18-33,Female,Female,Scottish,Undergraduate Degree,Agree,Disagree,Undecided,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Undecided,Undecided,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree completely,Disagree completely,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Not Sure,Disagree,Not Sure,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Not Sure,Not Sure,102,18,26
230,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Undecided,Agree,Agree,Agree,Agree,Undecided,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Undecided,Undecided,Agree,Agree,Agree,Disagree,Agree,Disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,Other (please specify),years,No,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Disagree,Agree,Not Sure,Not Sure,Disagree,Disagree,80,16,25
231,,Female,Female,Other British,"Postgraduate Qualification, Masters",Strongly Agree,Undecided,Strongly Agree,Strongly Agree,Agree,Undecided,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree completely,Disagree,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,30 minutes,,Maybe,,Maybe,,Vegetarian,1-2 months,Maybe,Mediterranean Diet,,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,97,16,25
232,,Female,,Other British,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree completely,Agree completely,Disagree completely,Disagree completely,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,Other (please specify),Impossible to answer,Yes,,Other (please specify),I have a plant based diet,Vegan,6 months or more,Yes,Mediterranean Diet,,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,107,15,25
233,18-33,Female,,Other white ethnic group,Undergraduate Degree,Strongly Agree,Disagree,Agree,Agree,Undecided,Disagree,Undecided,Undecided,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,Maybe,,Yes,,Vegetarian,3-5 months,Yes,Mediterranean Diet,,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Not Sure,Not Sure,Disagree,Agree,93,15,26
